Problem type:
least_squares
nparams:
24
function_evaluation,seconds,x(0),x(1),x(2),x(3),x(4),x(5),x(6),x(7),x(8),x(9),x(10),x(11),x(12),x(13),x(14),x(15),x(16),x(17),x(18),x(19),x(20),x(21),x(22),x(23),objective_function
   909,  2.1285e+03,  1.8625661190396536e-01,  2.0796880450021496e-02, -2.3234817097451413e-02, -1.2241637948340998e-01,  1.9729424148371552e-01,  2.3674148383462330e-02,  5.3112443274442095e-03,  1.6674180529632815e-03,  3.0153016927495137e-02,  1.5288167731796684e-02, -3.1263302083641658e-03, -6.4314004382046619e-04,  1.4813003900065941e-01,  1.5485185450352169e-02,  1.5809482019497795e-02,  1.0902121275636342e-01,  2.1933379653065457e-01,  2.2565461870876886e-02,  3.9838928401744380e-03, -6.2409281263471226e-03, -1.7859975149239385e-02,  1.9307823000736392e-02, -6.1314810719365368e-04, -7.6052425046183386e-05,  1.1978576969065957e-06
   910,  2.1316e+03,  1.8625661190396536e-01,  2.0796880450021496e-02, -2.3234817097451413e-02, -1.2241637948340998e-01,  1.9729424148371552e-01,  2.3674148383462330e-02,  5.3112443274442095e-03,  1.6674180529632815e-03,  3.0153016927495137e-02,  1.5288167731796684e-02, -3.1263302083641658e-03, -6.4314004382046619e-04,  1.4813003900065941e-01,  1.5485185450352169e-02,  1.5809482019497795e-02,  1.0902121275636342e-01,  2.1933379653065457e-01,  2.2565461870876886e-02,  3.9838928401744380e-03, -6.2409281263471226e-03, -1.7859975149239385e-02,  1.9307823000736392e-02, -6.1313320603245984e-04, -7.6067326207377234e-05,  1.1978534223598389e-06
   911,  2.1349e+03,  1.8902208884808722e-01,  2.0810891363821075e-02, -2.3473008847414548e-02, -1.2163996816459162e-01,  1.9880644676674730e-01,  2.1421143566382493e-02,  5.0976815221266784e-03,  2.0374006823745288e-03,  3.0048904339319379e-02,  1.6364893668613420e-02, -3.5959543083710814e-03, -5.5702457047534333e-04,  1.4717639977261013e-01,  1.5519165517674505e-02,  1.6681452438613738e-02,  1.1220503829340027e-01,  2.2013104663084088e-01,  2.2060041418499023e-02,  3.9722854810279856e-03, -6.4114297390404614e-03, -1.8471998474793347e-02,  1.9593531328954902e-02, -1.4949980880009618e-03, -5.9234011162515637e-05,  1.5929184868736111e-06
   912,  2.1382e+03,  1.8692047409803556e-01,  2.0879056470806626e-02, -2.3286806668256284e-02, -1.2225619385231511e-01,  1.9764415978016331e-01,  2.3153928522635602e-02,  5.2572360896894332e-03,  1.6871743715784306e-03,  3.0141908272560400e-02,  1.5587962512411062e-02, -3.2472626702986463e-03, -6.4440308819816404e-04,  1.4789867916802807e-01,  1.5545210167186364e-02,  1.6020002453061701e-02,  1.0985409071957969e-01,  2.1958730227108261e-01,  2.2422320713277460e-02,  3.9898730719765251e-03, -6.3274779654573787e-03, -1.7995568207449082e-02,  1.9434591461024931e-02, -8.4130585770392750e-04, -8.3319497987480889e-05,  1.1729891022976670e-06
   913,  2.1413e+03,  1.8692048899919675e-01,  2.0879056470806626e-02, -2.3286806668256284e-02, -1.2225619385231511e-01,  1.9764415978016331e-01,  2.3153928522635602e-02,  5.2572360896894332e-03,  1.6871743715784306e-03,  3.0141908272560400e-02,  1.5587962512411062e-02, -3.2472626702986463e-03, -6.4440308819816404e-04,  1.4789867916802807e-01,  1.5545210167186364e-02,  1.6020002453061701e-02,  1.0985409071957969e-01,  2.1958730227108261e-01,  2.2422320713277460e-02,  3.9898730719765251e-03, -6.3274779654573787e-03, -1.7995568207449082e-02,  1.9434591461024931e-02, -8.4130585770392750e-04, -8.3319497987480889e-05,  1.1729887627210924e-06
   914,  2.1443e+03,  1.8692047409803556e-01,  2.0879071371967820e-02, -2.3286806668256284e-02, -1.2225619385231511e-01,  1.9764415978016331e-01,  2.3153928522635602e-02,  5.2572360896894332e-03,  1.6871743715784306e-03,  3.0141908272560400e-02,  1.5587962512411062e-02, -3.2472626702986463e-03, -6.4440308819816404e-04,  1.4789867916802807e-01,  1.5545210167186364e-02,  1.6020002453061701e-02,  1.0985409071957969e-01,  2.1958730227108261e-01,  2.2422320713277460e-02,  3.9898730719765251e-03, -6.3274779654573787e-03, -1.7995568207449082e-02,  1.9434591461024931e-02, -8.4130585770392750e-04, -8.3319497987480889e-05,  1.1729892319776649e-06
   915,  2.1475e+03,  1.8692047409803556e-01,  2.0879056470806626e-02, -2.3286821569417478e-02, -1.2225619385231511e-01,  1.9764415978016331e-01,  2.3153928522635602e-02,  5.2572360896894332e-03,  1.6871743715784306e-03,  3.0141908272560400e-02,  1.5587962512411062e-02, -3.2472626702986463e-03, -6.4440308819816404e-04,  1.4789867916802807e-01,  1.5545210167186364e-02,  1.6020002453061701e-02,  1.0985409071957969e-01,  2.1958730227108261e-01,  2.2422320713277460e-02,  3.9898730719765251e-03, -6.3274779654573787e-03, -1.7995568207449082e-02,  1.9434591461024931e-02, -8.4130585770392750e-04, -8.3319497987480889e-05,  1.1729936810180900e-06
   916,  2.1505e+03,  1.8692047409803556e-01,  2.0879056470806626e-02, -2.3286806668256284e-02, -1.2225620875347630e-01,  1.9764415978016331e-01,  2.3153928522635602e-02,  5.2572360896894332e-03,  1.6871743715784306e-03,  3.0141908272560400e-02,  1.5587962512411062e-02, -3.2472626702986463e-03, -6.4440308819816404e-04,  1.4789867916802807e-01,  1.5545210167186364e-02,  1.6020002453061701e-02,  1.0985409071957969e-01,  2.1958730227108261e-01,  2.2422320713277460e-02,  3.9898730719765251e-03, -6.3274779654573787e-03, -1.7995568207449082e-02,  1.9434591461024931e-02, -8.4130585770392750e-04, -8.3319497987480889e-05,  1.1729776110247334e-06
   917,  2.1535e+03,  1.8692047409803556e-01,  2.0879056470806626e-02, -2.3286806668256284e-02, -1.2225619385231511e-01,  1.9764417468132450e-01,  2.3153928522635602e-02,  5.2572360896894332e-03,  1.6871743715784306e-03,  3.0141908272560400e-02,  1.5587962512411062e-02, -3.2472626702986463e-03, -6.4440308819816404e-04,  1.4789867916802807e-01,  1.5545210167186364e-02,  1.6020002453061701e-02,  1.0985409071957969e-01,  2.1958730227108261e-01,  2.2422320713277460e-02,  3.9898730719765251e-03, -6.3274779654573787e-03, -1.7995568207449082e-02,  1.9434591461024931e-02, -8.4130585770392750e-04, -8.3319497987480889e-05,  1.1730114851916546e-06
   918,  2.1566e+03,  1.8692047409803556e-01,  2.0879056470806626e-02, -2.3286806668256284e-02, -1.2225619385231511e-01,  1.9764415978016331e-01,  2.3153943423796796e-02,  5.2572360896894332e-03,  1.6871743715784306e-03,  3.0141908272560400e-02,  1.5587962512411062e-02, -3.2472626702986463e-03, -6.4440308819816404e-04,  1.4789867916802807e-01,  1.5545210167186364e-02,  1.6020002453061701e-02,  1.0985409071957969e-01,  2.1958730227108261e-01,  2.2422320713277460e-02,  3.9898730719765251e-03, -6.3274779654573787e-03, -1.7995568207449082e-02,  1.9434591461024931e-02, -8.4130585770392750e-04, -8.3319497987480889e-05,  1.1729839602052938e-06
   919,  2.1596e+03,  1.8692047409803556e-01,  2.0879056470806626e-02, -2.3286806668256284e-02, -1.2225619385231511e-01,  1.9764415978016331e-01,  2.3153928522635602e-02,  5.2572509908506270e-03,  1.6871743715784306e-03,  3.0141908272560400e-02,  1.5587962512411062e-02, -3.2472626702986463e-03, -6.4440308819816404e-04,  1.4789867916802807e-01,  1.5545210167186364e-02,  1.6020002453061701e-02,  1.0985409071957969e-01,  2.1958730227108261e-01,  2.2422320713277460e-02,  3.9898730719765251e-03, -6.3274779654573787e-03, -1.7995568207449082e-02,  1.9434591461024931e-02, -8.4130585770392750e-04, -8.3319497987480889e-05,  1.1729853716354115e-06
   920,  2.1627e+03,  1.8692047409803556e-01,  2.0879056470806626e-02, -2.3286806668256284e-02, -1.2225619385231511e-01,  1.9764415978016331e-01,  2.3153928522635602e-02,  5.2572360896894332e-03,  1.6871892727396245e-03,  3.0141908272560400e-02,  1.5587962512411062e-02, -3.2472626702986463e-03, -6.4440308819816404e-04,  1.4789867916802807e-01,  1.5545210167186364e-02,  1.6020002453061701e-02,  1.0985409071957969e-01,  2.1958730227108261e-01,  2.2422320713277460e-02,  3.9898730719765251e-03, -6.3274779654573787e-03, -1.7995568207449082e-02,  1.9434591461024931e-02, -8.4130585770392750e-04, -8.3319497987480889e-05,  1.1729876820623965e-06
   921,  2.1657e+03,  1.8692047409803556e-01,  2.0879056470806626e-02, -2.3286806668256284e-02, -1.2225619385231511e-01,  1.9764415978016331e-01,  2.3153928522635602e-02,  5.2572360896894332e-03,  1.6871743715784306e-03,  3.0141923173721594e-02,  1.5587962512411062e-02, -3.2472626702986463e-03, -6.4440308819816404e-04,  1.4789867916802807e-01,  1.5545210167186364e-02,  1.6020002453061701e-02,  1.0985409071957969e-01,  2.1958730227108261e-01,  2.2422320713277460e-02,  3.9898730719765251e-03, -6.3274779654573787e-03, -1.7995568207449082e-02,  1.9434591461024931e-02, -8.4130585770392750e-04, -8.3319497987480889e-05,  1.1729855373276696e-06
   922,  2.1688e+03,  1.8692047409803556e-01,  2.0879056470806626e-02, -2.3286806668256284e-02, -1.2225619385231511e-01,  1.9764415978016331e-01,  2.3153928522635602e-02,  5.2572360896894332e-03,  1.6871743715784306e-03,  3.0141908272560400e-02,  1.5587977413572256e-02, -3.2472626702986463e-03, -6.4440308819816404e-04,  1.4789867916802807e-01,  1.5545210167186364e-02,  1.6020002453061701e-02,  1.0985409071957969e-01,  2.1958730227108261e-01,  2.2422320713277460e-02,  3.9898730719765251e-03, -6.3274779654573787e-03, -1.7995568207449082e-02,  1.9434591461024931e-02, -8.4130585770392750e-04, -8.3319497987480889e-05,  1.1729920472289069e-06
   923,  2.1718e+03,  1.8692047409803556e-01,  2.0879056470806626e-02, -2.3286806668256284e-02, -1.2225619385231511e-01,  1.9764415978016331e-01,  2.3153928522635602e-02,  5.2572360896894332e-03,  1.6871743715784306e-03,  3.0141908272560400e-02,  1.5587962512411062e-02, -3.2472775714598402e-03, -6.4440308819816404e-04,  1.4789867916802807e-01,  1.5545210167186364e-02,  1.6020002453061701e-02,  1.0985409071957969e-01,  2.1958730227108261e-01,  2.2422320713277460e-02,  3.9898730719765251e-03, -6.3274779654573787e-03, -1.7995568207449082e-02,  1.9434591461024931e-02, -8.4130585770392750e-04, -8.3319497987480889e-05,  1.1729919381728517e-06
   924,  2.1748e+03,  1.8692047409803556e-01,  2.0879056470806626e-02, -2.3286806668256284e-02, -1.2225619385231511e-01,  1.9764415978016331e-01,  2.3153928522635602e-02,  5.2572360896894332e-03,  1.6871743715784306e-03,  3.0141908272560400e-02,  1.5587962512411062e-02, -3.2472626702986463e-03, -6.4441798935935789e-04,  1.4789867916802807e-01,  1.5545210167186364e-02,  1.6020002453061701e-02,  1.0985409071957969e-01,  2.1958730227108261e-01,  2.2422320713277460e-02,  3.9898730719765251e-03, -6.3274779654573787e-03, -1.7995568207449082e-02,  1.9434591461024931e-02, -8.4130585770392750e-04, -8.3319497987480889e-05,  1.1729906058178060e-06
   925,  2.1779e+03,  1.8692047409803556e-01,  2.0879056470806626e-02, -2.3286806668256284e-02, -1.2225619385231511e-01,  1.9764415978016331e-01,  2.3153928522635602e-02,  5.2572360896894332e-03,  1.6871743715784306e-03,  3.0141908272560400e-02,  1.5587962512411062e-02, -3.2472626702986463e-03, -6.4440308819816404e-04,  1.4789869406918926e-01,  1.5545210167186364e-02,  1.6020002453061701e-02,  1.0985409071957969e-01,  2.1958730227108261e-01,  2.2422320713277460e-02,  3.9898730719765251e-03, -6.3274779654573787e-03, -1.7995568207449082e-02,  1.9434591461024931e-02, -8.4130585770392750e-04, -8.3319497987480889e-05,  1.1729891418617901e-06
   926,  2.1810e+03,  1.8692047409803556e-01,  2.0879056470806626e-02, -2.3286806668256284e-02, -1.2225619385231511e-01,  1.9764415978016331e-01,  2.3153928522635602e-02,  5.2572360896894332e-03,  1.6871743715784306e-03,  3.0141908272560400e-02,  1.5587962512411062e-02, -3.2472626702986463e-03, -6.4440308819816404e-04,  1.4789867916802807e-01,  1.5545225068347558e-02,  1.6020002453061701e-02,  1.0985409071957969e-01,  2.1958730227108261e-01,  2.2422320713277460e-02,  3.9898730719765251e-03, -6.3274779654573787e-03, -1.7995568207449082e-02,  1.9434591461024931e-02, -8.4130585770392750e-04, -8.3319497987480889e-05,  1.1729891338856823e-06
   927,  2.1840e+03,  1.8692047409803556e-01,  2.0879056470806626e-02, -2.3286806668256284e-02, -1.2225619385231511e-01,  1.9764415978016331e-01,  2.3153928522635602e-02,  5.2572360896894332e-03,  1.6871743715784306e-03,  3.0141908272560400e-02,  1.5587962512411062e-02, -3.2472626702986463e-03, -6.4440308819816404e-04,  1.4789867916802807e-01,  1.5545210167186364e-02,  1.6020017354222895e-02,  1.0985409071957969e-01,  2.1958730227108261e-01,  2.2422320713277460e-02,  3.9898730719765251e-03, -6.3274779654573787e-03, -1.7995568207449082e-02,  1.9434591461024931e-02, -8.4130585770392750e-04, -8.3319497987480889e-05,  1.1729854177444784e-06
   928,  2.1870e+03,  1.8692047409803556e-01,  2.0879056470806626e-02, -2.3286806668256284e-02, -1.2225619385231511e-01,  1.9764415978016331e-01,  2.3153928522635602e-02,  5.2572360896894332e-03,  1.6871743715784306e-03,  3.0141908272560400e-02,  1.5587962512411062e-02, -3.2472626702986463e-03, -6.4440308819816404e-04,  1.4789867916802807e-01,  1.5545210167186364e-02,  1.6020002453061701e-02,  1.0985410562074088e-01,  2.1958730227108261e-01,  2.2422320713277460e-02,  3.9898730719765251e-03, -6.3274779654573787e-03, -1.7995568207449082e-02,  1.9434591461024931e-02, -8.4130585770392750e-04, -8.3319497987480889e-05,  1.1729647915523450e-06
   929,  2.1900e+03,  1.8692047409803556e-01,  2.0879056470806626e-02, -2.3286806668256284e-02, -1.2225619385231511e-01,  1.9764415978016331e-01,  2.3153928522635602e-02,  5.2572360896894332e-03,  1.6871743715784306e-03,  3.0141908272560400e-02,  1.5587962512411062e-02, -3.2472626702986463e-03, -6.4440308819816404e-04,  1.4789867916802807e-01,  1.5545210167186364e-02,  1.6020002453061701e-02,  1.0985409071957969e-01,  2.1958731717224381e-01,  2.2422320713277460e-02,  3.9898730719765251e-03, -6.3274779654573787e-03, -1.7995568207449082e-02,  1.9434591461024931e-02, -8.4130585770392750e-04, -8.3319497987480889e-05,  1.1730186128696218e-06
   930,  2.1930e+03,  1.8692047409803556e-01,  2.0879056470806626e-02, -2.3286806668256284e-02, -1.2225619385231511e-01,  1.9764415978016331e-01,  2.3153928522635602e-02,  5.2572360896894332e-03,  1.6871743715784306e-03,  3.0141908272560400e-02,  1.5587962512411062e-02, -3.2472626702986463e-03, -6.4440308819816404e-04,  1.4789867916802807e-01,  1.5545210167186364e-02,  1.6020002453061701e-02,  1.0985409071957969e-01,  2.1958730227108261e-01,  2.2422335614438654e-02,  3.9898730719765251e-03, -6.3274779654573787e-03, -1.7995568207449082e-02,  1.9434591461024931e-02, -8.4130585770392750e-04, -8.3319497987480889e-05,  1.1729888721216643e-06
   931,  2.1960e+03,  1.8692047409803556e-01,  2.0879056470806626e-02, -2.3286806668256284e-02, -1.2225619385231511e-01,  1.9764415978016331e-01,  2.3153928522635602e-02,  5.2572360896894332e-03,  1.6871743715784306e-03,  3.0141908272560400e-02,  1.5587962512411062e-02, -3.2472626702986463e-03, -6.4440308819816404e-04,  1.4789867916802807e-01,  1.5545210167186364e-02,  1.6020002453061701e-02,  1.0985409071957969e-01,  2.1958730227108261e-01,  2.2422320713277460e-02,  3.9898879731377190e-03, -6.3274779654573787e-03, -1.7995568207449082e-02,  1.9434591461024931e-02, -8.4130585770392750e-04, -8.3319497987480889e-05,  1.1729868952163835e-06
   932,  2.1989e+03,  1.8692047409803556e-01,  2.0879056470806626e-02, -2.3286806668256284e-02, -1.2225619385231511e-01,  1.9764415978016331e-01,  2.3153928522635602e-02,  5.2572360896894332e-03,  1.6871743715784306e-03,  3.0141908272560400e-02,  1.5587962512411062e-02, -3.2472626702986463e-03, -6.4440308819816404e-04,  1.4789867916802807e-01,  1.5545210167186364e-02,  1.6020002453061701e-02,  1.0985409071957969e-01,  2.1958730227108261e-01,  2.2422320713277460e-02,  3.9898730719765251e-03, -6.3274928666185726e-03, -1.7995568207449082e-02,  1.9434591461024931e-02, -8.4130585770392750e-04, -8.3319497987480889e-05,  1.1729887149876082e-06
   933,  2.2019e+03,  1.8692047409803556e-01,  2.0879056470806626e-02, -2.3286806668256284e-02, -1.2225619385231511e-01,  1.9764415978016331e-01,  2.3153928522635602e-02,  5.2572360896894332e-03,  1.6871743715784306e-03,  3.0141908272560400e-02,  1.5587962512411062e-02, -3.2472626702986463e-03, -6.4440308819816404e-04,  1.4789867916802807e-01,  1.5545210167186364e-02,  1.6020002453061701e-02,  1.0985409071957969e-01,  2.1958730227108261e-01,  2.2422320713277460e-02,  3.9898730719765251e-03, -6.3274779654573787e-03, -1.7995583108610276e-02,  1.9434591461024931e-02, -8.4130585770392750e-04, -8.3319497987480889e-05,  1.1729812397446627e-06
   934,  2.2051e+03,  1.8692047409803556e-01,  2.0879056470806626e-02, -2.3286806668256284e-02, -1.2225619385231511e-01,  1.9764415978016331e-01,  2.3153928522635602e-02,  5.2572360896894332e-03,  1.6871743715784306e-03,  3.0141908272560400e-02,  1.5587962512411062e-02, -3.2472626702986463e-03, -6.4440308819816404e-04,  1.4789867916802807e-01,  1.5545210167186364e-02,  1.6020002453061701e-02,  1.0985409071957969e-01,  2.1958730227108261e-01,  2.2422320713277460e-02,  3.9898730719765251e-03, -6.3274779654573787e-03, -1.7995568207449082e-02,  1.9434606362186125e-02, -8.4130585770392750e-04, -8.3319497987480889e-05,  1.1729912545915224e-06
   935,  2.2081e+03,  1.8692047409803556e-01,  2.0879056470806626e-02, -2.3286806668256284e-02, -1.2225619385231511e-01,  1.9764415978016331e-01,  2.3153928522635602e-02,  5.2572360896894332e-03,  1.6871743715784306e-03,  3.0141908272560400e-02,  1.5587962512411062e-02, -3.2472626702986463e-03, -6.4440308819816404e-04,  1.4789867916802807e-01,  1.5545210167186364e-02,  1.6020002453061701e-02,  1.0985409071957969e-01,  2.1958730227108261e-01,  2.2422320713277460e-02,  3.9898730719765251e-03, -6.3274779654573787e-03, -1.7995568207449082e-02,  1.9434591461024931e-02, -8.4132075886512135e-04, -8.3319497987480889e-05,  1.1729919319901227e-06
   936,  2.2111e+03,  1.8692047409803556e-01,  2.0879056470806626e-02, -2.3286806668256284e-02, -1.2225619385231511e-01,  1.9764415978016331e-01,  2.3153928522635602e-02,  5.2572360896894332e-03,  1.6871743715784306e-03,  3.0141908272560400e-02,  1.5587962512411062e-02, -3.2472626702986463e-03, -6.4440308819816404e-04,  1.4789867916802807e-01,  1.5545210167186364e-02,  1.6020002453061701e-02,  1.0985409071957969e-01,  2.1958730227108261e-01,  2.2422320713277460e-02,  3.9898730719765251e-03, -6.3274779654573787e-03, -1.7995568207449082e-02,  1.9434591461024931e-02, -8.4130585770392750e-04, -8.3334399148674737e-05,  1.1729912865544754e-06
   937,  2.2142e+03,  1.8820697136951400e-01,  2.0911457282302908e-02, -2.3642225419777663e-02, -1.2167626097881788e-01,  1.9838946139836711e-01,  2.1951419705970757e-02,  5.3283399153388478e-03,  1.9408514095490561e-03,  3.0182011298959151e-02,  1.6408559817699064e-02, -3.6061880550269632e-03, -5.8855947396856383e-04,  1.4744281554715044e-01,  1.5571069813844190e-02,  1.6575439997367245e-02,  1.1124776461994516e-01,  2.1965911207185534e-01,  2.2383088670180351e-02,  4.0810021320219405e-03, -6.3807019017694628e-03, -1.8074953586759063e-02,  1.9175914616572681e-02, -1.3467261248092739e-03, -5.4105036133795959e-05,  1.1657149611235686e-06
   938,  2.2172e+03,  1.8820698627067520e-01,  2.0911457282302908e-02, -2.3642225419777663e-02, -1.2167626097881788e-01,  1.9838946139836711e-01,  2.1951419705970757e-02,  5.3283399153388478e-03,  1.9408514095490561e-03,  3.0182011298959151e-02,  1.6408559817699064e-02, -3.6061880550269632e-03, -5.8855947396856383e-04,  1.4744281554715044e-01,  1.5571069813844190e-02,  1.6575439997367245e-02,  1.1124776461994516e-01,  2.1965911207185534e-01,  2.2383088670180351e-02,  4.0810021320219405e-03, -6.3807019017694628e-03, -1.8074953586759063e-02,  1.9175914616572681e-02, -1.3467261248092739e-03, -5.4105036133795959e-05,  1.1657149044965455e-06
   939,  2.2203e+03,  1.8820697136951400e-01,  2.0911472183464102e-02, -2.3642225419777663e-02, -1.2167626097881788e-01,  1.9838946139836711e-01,  2.1951419705970757e-02,  5.3283399153388478e-03,  1.9408514095490561e-03,  3.0182011298959151e-02,  1.6408559817699064e-02, -3.6061880550269632e-03, -5.8855947396856383e-04,  1.4744281554715044e-01,  1.5571069813844190e-02,  1.6575439997367245e-02,  1.1124776461994516e-01,  2.1965911207185534e-01,  2.2383088670180351e-02,  4.0810021320219405e-03, -6.3807019017694628e-03, -1.8074953586759063e-02,  1.9175914616572681e-02, -1.3467261248092739e-03, -5.4105036133795959e-05,  1.1657146948644124e-06
   940,  2.2234e+03,  1.8820697136951400e-01,  2.0911457282302908e-02, -2.3642240320938857e-02, -1.2167626097881788e-01,  1.9838946139836711e-01,  2.1951419705970757e-02,  5.3283399153388478e-03,  1.9408514095490561e-03,  3.0182011298959151e-02,  1.6408559817699064e-02, -3.6061880550269632e-03, -5.8855947396856383e-04,  1.4744281554715044e-01,  1.5571069813844190e-02,  1.6575439997367245e-02,  1.1124776461994516e-01,  2.1965911207185534e-01,  2.2383088670180351e-02,  4.0810021320219405e-03, -6.3807019017694628e-03, -1.8074953586759063e-02,  1.9175914616572681e-02, -1.3467261248092739e-03, -5.4105036133795959e-05,  1.1657284728082194e-06
   941,  2.2265e+03,  1.8820697136951400e-01,  2.0911457282302908e-02, -2.3642225419777663e-02, -1.2167627587997908e-01,  1.9838946139836711e-01,  2.1951419705970757e-02,  5.3283399153388478e-03,  1.9408514095490561e-03,  3.0182011298959151e-02,  1.6408559817699064e-02, -3.6061880550269632e-03, -5.8855947396856383e-04,  1.4744281554715044e-01,  1.5571069813844190e-02,  1.6575439997367245e-02,  1.1124776461994516e-01,  2.1965911207185534e-01,  2.2383088670180351e-02,  4.0810021320219405e-03, -6.3807019017694628e-03, -1.8074953586759063e-02,  1.9175914616572681e-02, -1.3467261248092739e-03, -5.4105036133795959e-05,  1.1657194840352049e-06
   942,  2.2296e+03,  1.8820697136951400e-01,  2.0911457282302908e-02, -2.3642225419777663e-02, -1.2167626097881788e-01,  1.9838947629952830e-01,  2.1951419705970757e-02,  5.3283399153388478e-03,  1.9408514095490561e-03,  3.0182011298959151e-02,  1.6408559817699064e-02, -3.6061880550269632e-03, -5.8855947396856383e-04,  1.4744281554715044e-01,  1.5571069813844190e-02,  1.6575439997367245e-02,  1.1124776461994516e-01,  2.1965911207185534e-01,  2.2383088670180351e-02,  4.0810021320219405e-03, -6.3807019017694628e-03, -1.8074953586759063e-02,  1.9175914616572681e-02, -1.3467261248092739e-03, -5.4105036133795959e-05,  1.1657420294198401e-06
   943,  2.2326e+03,  1.8820697136951400e-01,  2.0911457282302908e-02, -2.3642225419777663e-02, -1.2167626097881788e-01,  1.9838946139836711e-01,  2.1951434607131951e-02,  5.3283399153388478e-03,  1.9408514095490561e-03,  3.0182011298959151e-02,  1.6408559817699064e-02, -3.6061880550269632e-03, -5.8855947396856383e-04,  1.4744281554715044e-01,  1.5571069813844190e-02,  1.6575439997367245e-02,  1.1124776461994516e-01,  2.1965911207185534e-01,  2.2383088670180351e-02,  4.0810021320219405e-03, -6.3807019017694628e-03, -1.8074953586759063e-02,  1.9175914616572681e-02, -1.3467261248092739e-03, -5.4105036133795959e-05,  1.1657045606394518e-06
   944,  2.2357e+03,  1.8820697136951400e-01,  2.0911457282302908e-02, -2.3642225419777663e-02, -1.2167626097881788e-01,  1.9838946139836711e-01,  2.1951419705970757e-02,  5.3283548165000416e-03,  1.9408514095490561e-03,  3.0182011298959151e-02,  1.6408559817699064e-02, -3.6061880550269632e-03, -5.8855947396856383e-04,  1.4744281554715044e-01,  1.5571069813844190e-02,  1.6575439997367245e-02,  1.1124776461994516e-01,  2.1965911207185534e-01,  2.2383088670180351e-02,  4.0810021320219405e-03, -6.3807019017694628e-03, -1.8074953586759063e-02,  1.9175914616572681e-02, -1.3467261248092739e-03, -5.4105036133795959e-05,  1.1657001559456553e-06
   945,  2.2388e+03,  1.8820697136951400e-01,  2.0911457282302908e-02, -2.3642225419777663e-02, -1.2167626097881788e-01,  1.9838946139836711e-01,  2.1951419705970757e-02,  5.3283399153388478e-03,  1.9408663107102499e-03,  3.0182011298959151e-02,  1.6408559817699064e-02, -3.6061880550269632e-03, -5.8855947396856383e-04,  1.4744281554715044e-01,  1.5571069813844190e-02,  1.6575439997367245e-02,  1.1124776461994516e-01,  2.1965911207185534e-01,  2.2383088670180351e-02,  4.0810021320219405e-03, -6.3807019017694628e-03, -1.8074953586759063e-02,  1.9175914616572681e-02, -1.3467261248092739e-03, -5.4105036133795959e-05,  1.1657215503101313e-06
   946,  2.2419e+03,  1.8820697136951400e-01,  2.0911457282302908e-02, -2.3642225419777663e-02, -1.2167626097881788e-01,  1.9838946139836711e-01,  2.1951419705970757e-02,  5.3283399153388478e-03,  1.9408514095490561e-03,  3.0182026200120345e-02,  1.6408559817699064e-02, -3.6061880550269632e-03, -5.8855947396856383e-04,  1.4744281554715044e-01,  1.5571069813844190e-02,  1.6575439997367245e-02,  1.1124776461994516e-01,  2.1965911207185534e-01,  2.2383088670180351e-02,  4.0810021320219405e-03, -6.3807019017694628e-03, -1.8074953586759063e-02,  1.9175914616572681e-02, -1.3467261248092739e-03, -5.4105036133795959e-05,  1.1657050895811447e-06
   947,  2.2449e+03,  1.8820697136951400e-01,  2.0911457282302908e-02, -2.3642225419777663e-02, -1.2167626097881788e-01,  1.9838946139836711e-01,  2.1951419705970757e-02,  5.3283399153388478e-03,  1.9408514095490561e-03,  3.0182011298959151e-02,  1.6408574718860258e-02, -3.6061880550269632e-03, -5.8855947396856383e-04,  1.4744281554715044e-01,  1.5571069813844190e-02,  1.6575439997367245e-02,  1.1124776461994516e-01,  2.1965911207185534e-01,  2.2383088670180351e-02,  4.0810021320219405e-03, -6.3807019017694628e-03, -1.8074953586759063e-02,  1.9175914616572681e-02, -1.3467261248092739e-03, -5.4105036133795959e-05,  1.1657104757422102e-06
   948,  2.2480e+03,  1.8820697136951400e-01,  2.0911457282302908e-02, -2.3642225419777663e-02, -1.2167626097881788e-01,  1.9838946139836711e-01,  2.1951419705970757e-02,  5.3283399153388478e-03,  1.9408514095490561e-03,  3.0182011298959151e-02,  1.6408559817699064e-02, -3.6062029561881571e-03, -5.8855947396856383e-04,  1.4744281554715044e-01,  1.5571069813844190e-02,  1.6575439997367245e-02,  1.1124776461994516e-01,  2.1965911207185534e-01,  2.2383088670180351e-02,  4.0810021320219405e-03, -6.3807019017694628e-03, -1.8074953586759063e-02,  1.9175914616572681e-02, -1.3467261248092739e-03, -5.4105036133795959e-05,  1.1657158624650256e-06
   949,  2.2510e+03,  1.8820697136951400e-01,  2.0911457282302908e-02, -2.3642225419777663e-02, -1.2167626097881788e-01,  1.9838946139836711e-01,  2.1951419705970757e-02,  5.3283399153388478e-03,  1.9408514095490561e-03,  3.0182011298959151e-02,  1.6408559817699064e-02, -3.6061880550269632e-03, -5.8857437512975768e-04,  1.4744281554715044e-01,  1.5571069813844190e-02,  1.6575439997367245e-02,  1.1124776461994516e-01,  2.1965911207185534e-01,  2.2383088670180351e-02,  4.0810021320219405e-03, -6.3807019017694628e-03, -1.8074953586759063e-02,  1.9175914616572681e-02, -1.3467261248092739e-03, -5.4105036133795959e-05,  1.1657163771602571e-06
